id,code_iata,code_icao,country_id,municipality,name,timezone_id
0ii7,,0ii7,us,Greenfield,Frost Field,America/Indiana/Indianapolis
0ii8,,0ii8,us,Lowell,Sutton's Field,America/Chicago
0ii9,,0ii9,us,Hall,Winters Airport,America/Indiana/Indianapolis
0il2,,0il2,us,Alma,Griffin Airport,America/Chicago
0il3,,0il3,us,Danville,Flying B Ranch Airport,America/Chicago
0il8,,0il8,us,De Kalb,Walter Airport,America/Chicago
0il9,,0il9,us,De Kalb,Jack W. Watson Airport,America/Chicago
0in1,,0in1,us,Decker,Snider Field,America/Indiana/Vincennes
0in2,,0in2,us,Tocsin,The Lazy K Airport,America/Indiana/Indianapolis
0in3,,0in3,us,Winamac,Graves Landing Strip,America/Indiana/Winamac
0in4,,0in4,us,Woodburn,Air Park Field,America/Indiana/Indianapolis
0in5,,0in5,us,Byrneville,Byrne Field,America/Kentucky/Louisville
0in9,,0in9,us,Mount Vernon,Parrish Airport,America/Chicago
0is3,,0is3,us,Deer Grove,Cady Aerial RLA Restricted Landing Area,America/Chicago
0is4,,0is4,us,Lovington,Dawson Farms Airport,America/Chicago
0ks0,,0ks0,us,Osage City,J V Ranch Airport,America/Chicago
0ks2,,0ks2,us,Ottawa,Kellie Mann Airfield,America/Chicago
0ks3,,0ks3,us,Ottawa,Camp Chippewa Airport,America/Chicago
0ks4,,0ks4,us,Lawrence,Norris Airport,America/Chicago
0ks6,,0ks6,us,Peck,Kendrigan Airport,America/Chicago
0ks7,,0ks7,us,Cheney,Mono Aircraft Airport,America/Chicago
0ks8,,0ks8,us,Parsons,Pearce Field,America/Chicago
0ks9,,0ks9,us,Douglas,Lmn 120 Airport,America/Chicago
0ky0,,0ky0,us,Owenton,Owen Air Park,America/New_York
0ky1,,0ky1,us,Franklin,Arnemann Farms Airport,America/Chicago
0ky4,,0ky4,us,Owensboro,Cambron Field,America/Chicago
0ky5,,0ky5,us,Bowling Green,Falin Landing Strip,America/Chicago
0ky7,,0ky7,us,Clinton,Clinton-Hickman County Airport,America/Chicago
0ky8,,0ky8,us,Manchester,Sky Airport,America/New_York
0la1,,0la1,us,Gonzales,Double H Ranch Airport,America/Chicago
0la2,,0la2,us,Gonzales,Don Babin-Private Airport,America/Chicago
0la3,,0la3,us,Belcher,Belcher Airpatch Airport,America/Chicago
0la9,,0la9,us,Watson,Rebel Field,America/Chicago
0ll0,,0ll0,us,Belvidere,Kaufield Airport,America/Chicago
0ll1,,0ll1,us,Jerseyville,Jerseyville Aviation Inc Airport,America/Chicago
0ll2,,0ll2,us,St. Augustine,Murk's Strip,America/Chicago
0ll3,,0ll3,us,Jerseyville,Koenig Airport,America/Chicago
0ll4,,0ll4,us,La Salle,Flaherty Field,America/Chicago
0ll5,,0ll5,us,St Joseph,Busboom RLA Restricted Landing Area,America/Chicago
0ll6,,0ll6,us,Sandwich,Gord Airport,America/Chicago
0ls0,,0ls0,us,Thibodaux,Theriot Field,America/Chicago
0ls4,,0ls4,us,Bunkie,Buller's Airstrip,America/Chicago
0ls5,,0ls5,us,Cankton,Trahan Ultralightport,America/Chicago
0ls6,,0ls6,us,Morrow,Dufour Airport,America/Chicago
0ls7,,0ls7,us,New Roads,Morgan Field,America/Chicago
0ls8,,0ls8,us,Woodlawn,Lonesome Dove Airfield,America/Chicago
0ls9,,0ls9,us,Monroe,Huenefeld Airport,America/Chicago
0md1,,0md1,us,Sudlersville,Taylor Field,America/New_York
0md2,,0md2,us,Cobb Island,Squier Landing Airport,America/New_York
0md4,,0md4,us,Chestertown,Pond View Private Airport,America/New_York
0md6,,0md6,us,Mount Airy,Walters Airport,America/New_York
0me4,,0me4,us,Otis,Peasley Field,America/New_York
0mi1,,0mi1,us,Gladwin,Sugar Springs Airport,America/Detroit
0mi2,,0mi2,us,Glennie,Stier Airstrip,America/Detroit
0mi3,,0mi3,us,Grayling,Kelleys Airport,America/Detroit
0mi4,,0mi4,us,Gwinn,Lesterson Field,America/Detroit
0mi6,,0mi6,us,Hulbert,Young's Airport,America/Detroit
0mi8,,0mi8,us,Lewiston,Twin Lakes Airport,America/Detroit
0mn1,,0mn1,us,St. Peter,Brinkman Airport,America/Chicago
0mn5,,0mn5,us,Springfield,Pankratz Airport,America/Chicago
0mn6,,0mn6,us,Spring Valley,Matson Field,America/Chicago
0mn8,,0mn8,us,Stillwater,Keller Airport,America/Chicago
0mo0,,0mo0,us,Clinton,Ferros Ranch-Aero Airport,America/Chicago
0mo1,,0mo1,us,Creighton,Flying G Airport,America/Chicago
0mo2,,0mo2,us,Caledonia,Short-N-Ruff Airport,America/Chicago
0mo3,,0mo3,us,Drexel,Arvin Ranch Airport,America/Chicago
0mo5,,0mo5,us,Edina,Joe D Lewis Airport,America/Chicago
0mo6,,0mo6,us,Edina,Hall Airport,America/Chicago
0mo8,,0mo8,us,Elsberry,Sloan's Airport,America/Chicago
0ms0,,0ms0,us,Meridian,Topton Air Estates Airport,America/Chicago
0ms1,,0ms1,us,Meadville,Franklin Field,America/Chicago
0ms2,,0ms2,us,Seminary,Morgan Field,America/Chicago
0ms5,,0ms5,us,Leland,Lewis Air Service Airport,America/Chicago
0ms7,,0ms7,us,Pontotoc,Hale Field,America/Chicago
0ms8,,0ms8,us,Benoit,Catfish Point Airport,America/Chicago
0ms9,,0ms9,us,Houston,Shenandoah Valley Farms Airport,America/Chicago
0mt1,,0mt1,us,Augusta,Williams Field,America/Denver
0mt4,,0mt4,us,Hamilton,Kimp Airport,America/Denver
0mt5,,0mt5,us,Laurel,Cottonwood Airport,America/Denver
0mt6,,0mt6,us,Marion,Hanson Airport,America/Denver
0mt7,,0mt7,us,Thompson Falls,Pinehurst Ranch Airport,America/Denver
0mt9,,0mt9,us,White Fish,Lone Hawk Airport,America/Denver
0mu0,,0mu0,us,Ellington,Eagle Field,America/Chicago
0mu1,,0mu1,us,Avilla,Sunderland Airport,America/Chicago
0mu4,,0mu4,us,Marceline,Slaughter Airport,America/Chicago
0mu7,,0mu7,us,Lone Jack,Lambs Field,America/Chicago
0mu8,,0mu8,us,Millersville,Prince STOLport,America/Chicago
0na1,,0na1,us,Barney,Goerger Airport,America/Chicago
0na5,,0na5,us,Maddock,Sorlie Airport,America/Chicago
0na9,,0na9,us,Golva,Boyd's Turf Airport,America/Denver
0nc1,,0nc1,us,Hendersonville,Bearwallow Farm Airport,America/New_York
0nc7,,0nc7,us,Madison,Lindsay Airport,America/New_York
0nc8,,0nc8,us,Cleveland,Double Creek Ranch Airport,America/New_York
0nd0,,0nd0,us,Flora,Gilbertson Field,America/Chicago
0nd6,,0nd6,us,Hague,Schumacher Strip,America/Chicago
0nd7,,0nd7,us,Hazelton,Saville Private Airport,America/Chicago
0ne0,,0ne0,us,Ashby,Merrihew Airport,America/Denver
0ne1,,0ne1,us,Ashby,Runner Landing Area Airport,America/Denver
0ne2,,0ne2,us,Ashby,Merry Airport,America/Denver
0ne5,,0ne5,us,Big Springs,Newman Airport,America/Denver
0ne6,,0ne6,us,Fairfield,Frager Field,America/Chicago
0nj5,,0nj5,us,Netcong,Fla-Net Airport,America/New_York
0nj6,,0nj6,us,Linwood,Dix Field,America/New_York
0nk0,,0nk0,us,Cattaraugus,Berdick Field,America/New_York
0nk1,,0nk1,us,Central Square,Spring Brook Airport,America/New_York
0nk2,,0nk2,us,Charlton,Westwind Farm Airport,America/New_York
0nk3,,0nk3,us,Groveland,Seven Gullies Airport,America/New_York
0nk6,,0nk6,us,Marathon,Lapeer Flyer Airport,America/New_York
0nk8,,0nk8,us,Attlebury,Rocky Reef Farm Airport,America/New_York
0nk9,,0nk9,us,Chittenango,Lakeview Airport,America/New_York
0nm0,,0nm0,us,Columbus,Columbus Municipal Airport,America/Denver
0nm7,,0nm7,us,Reserve,Negrito Airstrip,America/Denver
0ny0,,0ny0,us,North Creek,Bennetts Airport,America/New_York
0ny1,,0ny1,us,Northumberland,Russell Field,America/New_York
0ny3,,0ny3,us,Ohio,Kermizian Airport,America/New_York
0ny7,,0ny7,us,Perth,Murphys Landing Strip,America/New_York
0ny8,,0ny8,us,Perth,Wenskoski Field,America/New_York
0oh2,,0oh2,us,North Hampton,Jenkins Field,America/New_York
0oh6,,0oh6,us,Spring Valley,Fry Field,America/New_York
0oh7,,0oh7,us,Piqua,Apple Airport,America/New_York
0oh8,,0oh8,us,Piqua,Fry Airport,America/New_York
0oh9,,0oh9,us,Plain City,Parknavy STOLport,America/New_York
0oi2,,0oi2,us,Greenfield,Unger Field,America/New_York
0oi3,,0oi3,us,Sandusky,Galloway Airport,America/New_York
0oi4,,0oi4,us,Hiram,Salt Box Airport,America/New_York
0oi6,,0oi6,us,Kingsville,Victor's Landing Airport,America/New_York
0oi9,,0oi9,us,Lucasville,Hidden Quarry Airport,America/New_York
0ok0,,0ok0,us,Edmond,Edmond Airport,America/Chicago
0ok1,,0ok1,us,Elmore City,Mckey Airport,America/Chicago
0ok3,,0ok3,us,Geary,Mckinley Ranch Airport,America/Chicago
0ok4,,0ok4,us,Coal Gate,Rock Creek Farm Airport,America/Chicago
0ok5,,0ok5,us,Guthrie,Chappell Airport,America/Chicago
0ok6,,0ok6,us,Guthrie,Ellis/Harvey Airport,America/Chicago
0ok8,,0ok8,us,Covington,Cade's Airport,America/Chicago
0ok9,,0ok9,us,Jennings,Crystal Airport,America/Chicago
0or3,,0or3,us,Merrill,Long Ranch Airport,America/Los_Angeles
0or5,,0or5,us,Eagle Point,East Oregon Cattle Co Airport,America/Los_Angeles
0or6,,0or6,us,Rome,Rome Service Airport,America/Boise
0or7,,0or7,us,Monmouth,Marr Field,America/Los_Angeles
0or8,,0or8,us,White City,Sutton on Rogue Airport,America/Los_Angeles
0or9,,0or9,us,Mount Hood,Hanel Field,America/Los_Angeles
0pa0,,0pa0,us,Hilltown,Philadelphia Gliderport,America/New_York
0pa2,,0pa2,us,Shermans Dale,Haunstein Ultralightport,America/New_York
0pa3,,0pa3,us,Troy,Robbins Farm Airport,America/New_York
0pa4,,0pa4,us,Hummelstown,Ecko Field,America/New_York
0pa5,,0pa5,us,Franklin,Fisher Airport,America/New_York
0pa6,,0pa6,us,Huntingdon,Hostetler Airport,America/New_York
0pa7,,0pa7,us,Media,Linvill Airport,America/New_York
0pn0,,0pn0,us,Sheakeyville,Fletcher Airport,America/New_York
0pn2,,0pn2,us,Slippery Rock,Flying Acres Airport,America/New_York
0pn4,,0pn4,us,New Bloomfield,Kitner Airport,America/New_York
0pn5,,0pn5,us,Spartansburg,Nichols Airport,America/New_York
0pn6,,0pn6,us,Three Springs,Memmi Airport,America/New_York
0pn7,,0pn7,us,Newburg,Drillmore Acres Airport,America/New_York
0pn8,,0pn8,us,Titusville,Shriver Airport,America/New_York
0pn9,,0pn9,us,Titusville,Paul Personal Use Airport,America/New_York
0ps0,,0ps0,us,Tylersburg,Frederick Airpark,America/New_York
0ps3,,0ps3,us,Carsonville,Carsonville Airport,America/New_York
0ps4,,0ps4,us,Curwensville,Old Orchard Airport,America/New_York
0ps7,,0ps7,us,Elizabethville,Harman Airport,America/New_York
0sd0,,0sd0,us,Glencross,Lenling Airport,America/Denver
0sd1,,0sd1,us,Wakonda,Lodi Airport,America/Chicago
0sd3,,0sd3,us,Hoover,Bledsoe Ranch Airport,America/Denver
0sd6,,0sd6,us,Philip,Oasis Ranch Airport,America/Denver
0sd7,,0sd7,us,Wanblee,Porch Ranch Airport,America/Denver
0sd8,,0sd8,us,Vivian,Juhnke Airport,America/Chicago
0ta1,,0ta1,us,Halfway,Buddy Harmel Airport,America/Chicago
0ta2,,0ta2,us,Halfway,Smith Farms Airport,America/Chicago
0ta3,,0ta3,us,Dryden,Tate Ranch Airport,America/Chicago
0ta4,,0ta4,us,Kaufman,Erco Field,America/Chicago
0ta7,,0ta7,us,Marfa,Alta Vista Ranch Airport,America/Chicago
0ta8,,0ta8,us,Paris,Womack Plantation Airport,America/Chicago
0te0,,0te0,us,Comstock,Robertson Ranch Airport,America/Chicago
0te3,,0te3,us,Roaring Springs,Buzz Field,America/Chicago
0te4,,0te4,us,Hilltop Lakes,Hilltop Lakes Airport,America/Chicago
0te5,,0te5,us,Laredo,Santa Maria Ranch Airport,America/Chicago
0te6,,0te6,us,Gorman,Gorman Airport,America/Chicago
0te7,,0te7,us,Johnson City,Lbj Ranch Airport,America/Chicago
0tn0,,0tn0,us,Spring Hill,R & S Buzzard Airport,America/Chicago
0tn2,,0tn2,us,Greenback,Village Airport,America/New_York
0tn5,,0tn5,us,Murfreesboro,Mc Donald Airport,America/Chicago
0tn6,,0tn6,us,Norris,Riner Farm Airport,America/New_York
0ts0,,0ts0,us,Flower Mound,Flower Mound Airport,America/Chicago
0ts1,,0ts1,us,Justin,Dooley Airport,America/Chicago
0ts2,,0ts2,us,Haslet,Ultralight International Ultralightport,America/Chicago
0ts4,,0ts4,us,Ledbetter,Ullrich Airport,America/Chicago
0ts5,,0ts5,us,Cleveland,Lake Bay Gall Airport,America/Chicago
0ts7,,0ts7,us,Mineral Wells,Flying U Airport,America/Chicago
0ts8,,0ts8,us,Mercedes,Flying 'K' Ranch Ultralightport,America/Chicago
0ts9,,0ts9,us,Niederwald,Jim Roach Field,America/Chicago
0tx0,,0tx0,us,Granbury,Nassau Bay Airport,America/Chicago
0tx1,,0tx1,us,Granbury,Pecan Plantation Airport,America/Chicago
0tx5,,0tx5,us,Flower Mound,Shiloh Airport,America/Chicago
0tx6,,0tx6,us,Seguin,Elm Creek Airpark,America/Chicago
0tx7,,0tx7,us,Grapevine,Lazy K Acres Airport,America/Chicago
0tx8,,0tx8,us,Greenville,Jacobia Field,America/Chicago
0tx9,,0tx9,us,Greenville,Card Aerodrome,America/Chicago
0va1,,0va1,us,Bedford,Johnson Fox Field,America/New_York
0va2,,0va2,us,Iron Gate,Riverwood Airport,America/New_York
0va3,,0va3,us,Manquin,Hunt Airport,America/New_York
0va4,,0va4,us,Rocky Mount,Worley Field,America/New_York
0va5,,0va5,us,Richmond,Coffman Field,America/New_York
0va7,,0va7,us,Richmond,Flatrock Air Strip,America/New_York
0va8,,0va8,us,Mannboro,Jayarz Airport,America/New_York
0va9,,0va9,us,Gloucester Court House,Handy Strip,America/New_York
0vi1,,0vi1,us,Manquin,Brooklyn Airport,America/New_York
0wa1,,0wa1,us,Chehalis,Dwight Field,America/Los_Angeles
0wa2,,0wa2,us,Curtis,Curtis Airport,America/Los_Angeles
0wi1,,0wi1,us,Comstock,Mort's Landing Airport,America/Chicago
0wi2,,0wi2,us,Monches,Doering Farms Airfield,America/Chicago
0wi4,,0wi4,us,Montello,Snow Crest Ranch Airport,America/Chicago
0wi5,,0wi5,us,Husher,Crash In International Airport,America/Chicago
0wi6,,0wi6,us,Muskego,Simandl Field/Private Airport,America/Chicago
0wi7,,0wi7,us,Neenah,With Wings And A Halo Airport,America/Chicago
0wi8,,0wi8,us,Oconomowoc,Oconomowoc Airport,America/Chicago
0wi9,,0wi9,us,Oregon,Mc Manus Hoonch-Na-Shee-Kaw Airport,America/Chicago
0wn0,,0wn0,us,Sequim,Rucilla's Roost Airport,America/Los_Angeles
0wn1,,0wn1,us,Selah,Shangri-La Airport,America/Los_Angeles
0wn2,,0wn2,us,Kennewick,Coopers Landing,America/Los_Angeles
0wn5,,0wn5,us,North Cape,Potts Field,America/Chicago
0wn9,,0wn9,us,Omak,Wings For Christ Airport,America/Los_Angeles
0wy0,,0wy0,us,Freedom,Freedom Air Ranch Airport,America/Denver
0wy1,,0wy1,us,Basin,Dorsey Creek Ranch Airport,America/Denver
0xa4,,0xa4,us,Freer,Seven C's Ranch Airport,America/Chicago
0xa5,,0xa5,us,Campbellton,74 Ranch Airport,America/Chicago
0xa7,,0xa7,us,Georgetown,Bar 3 Ranch Airport,America/Chicago
0xa8,,0xa8,us,Dripping Springs,Ohho Airport,America/Chicago
0xs0,,0xs0,us,Catarina,Diamond H Ranch Airport,America/Chicago
0xs1,,0xs1,us,El Campo,Rodgers Roost Airport,America/Chicago
0xs2,,0xs2,us,Sonora,John Fields Ranch Airport,America/Chicago
0xs6,,0xs6,us,Spicewood,Lakeside Beach Airport,America/Chicago
0xs7,,0xs7,us,Spofford,Anacacho Ranch Airport,America/Chicago
0xs8,,0xs8,us,Spofford,Dunbar Ranch Airport,America/Chicago
0xs9,,0xs9,us,Bullard,French Field,America/Chicago
10ak,,10ak,us,Wasilla,Hunt Strip,America/Anchorage
10az,,10az,us,Buckeye,Pierce Airport,America/Phoenix
10cl,,10cl,us,Bakersfield,Joe Gottlieb Field,America/Los_Angeles
10co,,10co,us,Burlington,Silkman Farms Inc. Airport,America/Denver
10fa,,10fa,us,Leesburg,Flying Baron Estates Airport,America/New_York
10fd,,10fd,us,Dunnellon,Seven Feathers Airport,America/New_York
10ga,,10ga,us,Griffin,Beaverbrook Aerodrome,America/New_York
10ia,,10ia,us,Waterloo,Flyers Airport,America/Chicago
10id,,10id,us,Muldoon,Flat Top Airstrip,America/Boise
10in,,10in,us,Connersville,Squires Airport,America/Indiana/Indianapolis
10la,,10la,us,Scott,Industrial Helicopters Inc. Airport,America/Chicago
10ls,,10ls,us,Youngsville,G & J Fly A Way Ultralightport,America/Chicago
10mo,,10mo,us,Williamsburg,Eckerts Airstrip,America/Chicago
10mt,,10mt,us,Haxby,Hoolie Airport,America/Denver
10nc,,10nc,us,Jackson,Johnston Farm Airport,America/New_York
10nd,,10nd,us,Halliday,Smith Strip,America/Denver
10oh,,10oh,us,Huron,Zoellner Airport,America/New_York
10ok,,10ok,us,Norman,Hickory Hills Airport,America/Chicago
10or,,10or,us,Vernonia,Stevens Mountain Airport,America/Los_Angeles
10te,,10te,us,Harwood,Gottwald Field,America/Chicago
10tn,,10tn,us,Lebanon,Flatwood Field,America/Chicago
10ts,,10ts,us,Marion,Saint's Strip Ultralightport,America/Chicago
10va,,10va,us,Appomattox,Nashs Airport,America/New_York
10wa,,10wa,us,Spokane,Mullan Hill Airport,America/Los_Angeles
10wi,,10wi,us,Pound,Buds Landing Airport,America/Chicago
10wy,,10wy,us,Kaycee,Willow Creek Ranch Airport,America/Denver
10xs,,10xs,us,Brownwood,Flying S Air Ranch Airport,America/Chicago
11ak,,11ak,us,Delta Junction,Rocking T. Ranch Airport,America/Anchorage
11az,,11az,us,Huachuca City,Whetstone Airport,America/Phoenix
11ca,,11ca,us,Fowler,Turner Field,America/Los_Angeles
11cl,,11cl,us,Adelanto,Hansen Airport,America/Los_Angeles
11fa,,11fa,us,Homestead,B & L Farms Airport,America/New_York
11fl,,11fl,us,Middleburg,Williams Field,America/New_York
11id,,11id,us,Riddle,Riddle Airport,America/Boise
11ii,,11ii,us,Nineveh,Atterbury Field (Camp Atterbury),America/Indiana/Indianapolis
11in,,11in,us,Danville,Jr's Airport,America/Indiana/Indianapolis
11ks,,11ks,us,Tonganoxie,Sheller's Airport,America/Chicago
11ll,,11ll,us,Chenoa,Thacker Airport,America/Chicago
11ls,,11ls,us,Glenmora,Jasmine Hill Airport,America/Chicago
11ma,,11ma,us,Wareham,Bulljump Airport,America/New_York
11md,,11md,us,Salisbury,Tim's Airport,America/New_York
11mo,,11mo,us,Williamsburg,Redgate Ranch Airport,America/Chicago
11ne,,11ne,us,Harrison,Kaan Airport,America/Denver
11nk,,11nk,us,Fort Plain,Hop House Airpark,America/New_York
11ny,,11ny,us,Spencer,Saikkonen Airport,America/New_York
11oa,,11oa,us,Bremen,Hide-A-Way Hills Resort Airport,America/New_York
11og,,11og,us,Unity,Unity Airport,America/Los_Angeles
11ok,,11ok,us,Purcell,Beefor Ranch Airport,America/Chicago
11or,,11or,us,Sutherlin,Holiday Sky Ranch Airport,America/Los_Angeles
11pn,,11pn,us,Cranberry,Eakin Airport,America/New_York
11te,,11te,us,Grandview,Flying M Ranch Airport,America/Chicago
11tn,,11tn,us,Clarksville,Salem Field,America/Chicago
11ts,,11ts,us,Mexia,Pt Enterprise D&W Ranch Airport,America/Chicago
11tx,,11tx,us,Sherman,Butler Airport,America/Chicago
11vg,,11vg,us,Oak Grove,Devil's Reach Landing Airport,America/New_York
11wa,,11wa,us,Spokane,Homeport Airport,America/Los_Angeles
12ar,,12ar,us,Marvell,Gibbons Airport,America/Chicago
12az,,12az,us,Morristown,Ranta Strip,America/Phoenix
12ca,,12ca,us,Lodi,Faber Vineyards Airport,America/Los_Angeles
12cl,,12cl,us,Stratford,Newton Field,America/Los_Angeles
12co,,12co,us,Hotchkiss,Omega 1 STOLport,America/Denver
12fa,,12fa,us,Clermont,Hi-Acres Airport,America/New_York
12ia,,12ia,us,Lemars,Plueger Airfield,America/Chicago
12id,,12id,us,Salmon,Flying B Ranch Landing Strip,America/Boise
12ii,,12ii,us,Centerville,Pentecost Airport,America/Indiana/Indianapolis
12il,,12il,us,Kankakee,Hawker Airport,America/Chicago
12in,,12in,us,Darmstadt,J & S Field,America/Chicago
12ks,,12ks,us,Sedgwick,Sooter Airport,America/Chicago
12ky,,12ky,us,New Castle,John M. Foree Airport,America/New_York
12la,,12la,us,Sulphur,Kml Airport,America/Chicago
12ll,,12ll,us,Wolf Lake,Lambdins Field,America/Chicago
12ls,,12ls,us,Rayne,Hains Airstrip,America/Chicago
12me,,12me,us,Searsmont,Ridgeview Airport,America/New_York
12mi,,12mi,us,Davison,John's Airport,America/Detroit
12mo,,12mo,us,Windsor,Ferguson Farms Airport,America/Chicago
12ms,,12ms,us,Woodville,Green Acres Airport,America/Chicago
12mt,,12mt,us,Hingham,Lincolns Field,America/Denver
12nc,,12nc,us,Atlantic,Atlantic Field Mcolf Airport,America/New_York
12nd,,12nd,us,Burlington,Pietschtree Airstrip,America/Chicago
12ne,,12ne,us,Scottsbluff,Reisig Brothers Airport,America/Denver
12nh,,12nh,us,Sanbornton,Gile Pond Airport,America/New_York
12nk,,12nk,us,Westport,Westport Airport,America/New_York
12nm,,12nm,us,Columbus,Columbus Stockyards Airport,America/Denver
12oh,,12oh,us,Brookville,Mcgregor Airfield,America/New_York
12ok,,12ok,us,Oklahoma City,Expressway Airpark,America/Chicago
12or,,12or,us,Jordan Valley,Skinner Ranch Airport,America/Boise
12sc,,12sc,us,Elgin,Over the Hill Airport,America/New_York
12te,,12te,us,Brady,Curtis Ranch Field,America/Chicago
12tn,,12tn,us,Kingston,Riley Creek Airport,America/New_York
12ts,,12ts,us,Mineral Wells,Blo Airport,America/Chicago
12tx,,12tx,us,Bertram,Griffin Airport,America/Chicago
12va,,12va,us,Clifton Forge,Hop-Along Airport,America/New_York
12wa,,12wa,us,Spokane,Fowlers Nw 40 Airport,America/Los_Angeles
12wt,,12wt,us,Palouse,Walker Airport,America/Los_Angeles
12wy,,12wy,us,Burlington,Black Diamond Airport,America/Denver
12xs,,12xs,us,Butlerville,Mc Croskey Field,America/Chicago
13ak,,13ak,us,Houston,Satterbergs Airport,America/Anchorage
13az,,13az,us,Tonopah,Waltenberry Field Ultralightport,America/Phoenix
13cl,,13cl,us,Dixon,Maine Prairie Airport,America/Los_Angeles
13fa,,13fa,us,Hastings,Earle Airpark,America/New_York
13ga,,13ga,us,Sylvester,Oak Ridge Plantation Airport,America/New_York
